"age_log_days","age_years","sex","white_matter_volume"
7.00845997310377,3.03,"Female",12.2187767727111
7.01175486900062,3.04,"Female",12.6793231260514
7.01503894420181,3.05,"Female",8.75960495269223
7.01831226954678,3.06,"Female",10.4281033509103
7.0215749151816,3.07,"Female",14.4591948509355
7.02482695056797,3.08,"Female",8.56382289216638
7.02806844449215,3.09,"Female",11.8006414029559
7.03129946507359,3.1,"Female",12.1225354682203
7.03452007977363,3.11,"Female",13.3724606350924
7.03773035540388,3.12,"Female",10.4730118027646
7.04093035813455,3.13,"Female",11.5847434912009
7.04412015350265,3.14,"Female",7.37012063973543
7.04729980642003,3.15,"Female",11.9802018012824
7.05046938118131,3.16,"Female",9.77316026004505
7.05362894147168,3.17,"Female",10.7124914794997
7.05677855037458,3.18,"Female",8.62469699135323
7.05991827037924,3.19,"Female",12.0838194995677
7.06304816338817,3.2,"Female",12.7044491355463
7.06616829072442,3.21,"Female",10.5649910169023
7.06927871313881,3.22,"Female",15.2605256088941
7.07237949081706,3.23,"Female",12.715433216653
7.07547068338673,3.24,"Female",13.3301245493828
7.07855234992414,3.25,"Female",15.7634364308439
7.08162454896111,3.26,"Female",9.7950005325372
7.08468733849165,3.27,"Female",13.0233281148504
7.08774077597854,3.28,"Female",13.4180445008511
7.09078491835977,3.29,"Female",11.2196334593109
7.09381982205493,3.3,"Female",11.940075538545
7.09684554297146,3.31,"Female",8.98776128500614
7.09986213651089,3.32,"Female",12.2752849179292
7.10286965757484,3.33,"Female",9.67414358348359
7.1058681605711,3.34,"Female",13.0388197972086
7.10885769941947,3.35,"Female",9.4252221388399
7.1118383275576,3.36,"Female",11.9397986759218
7.11481009794676,3.37,"Female",9.34340601721373
7.11777306307742,3.38,"Female",10.6799949324461
7.12072727497485,3.39,"Female",7.7648232629613
7.12367278520461,3.4,"Female",11.5124650122595
7.12660964487792,3.41,"Female",13.4247466009134
7.129537904657,3.42,"Female",11.6335156364403
7.13245761476034,3.43,"Female",7.2761224056969
7.1353688249678,3.44,"Female",9.83478597654029
7.13827158462576,3.45,"Female",14.9268244861774
7.14116594265212,3.46,"Female",15.2722774749139
7.14405194754126,3.47,"Female",8.58718664225609
7.14692964736887,3.48,"Female",10.3964400877959
7.14979908979683,3.49,"Female",12.0104131754777
7.15266032207786,3.5,"Female",11.9324228524117
7.15551339106027,3.51,"Female",9.91287977602818
7.1583583431925,3.52,"Female",9.07225694796085
7.1611952245277,3.53,"Female",10.809413632842
7.16402408072817,3.54,"Female",13.4828163498123
7.16684495706982,3.55,"Female",11.2634874661807
7.16965789844643,3.56,"Female",9.74761240072469
7.17246294937404,3.57,"Female",10.0714153034804
7.1752601539951,3.58,"Female",14.8457109379
7.17804955608268,3.59,"Female",10.1970038188935
7.18083119904456,3.6,"Female",12.9260559561311
7.18360512592728,3.61,"Female",14.5254858595101
7.18637137942017,3.62,"Female",12.203292636489
7.18913000185925,3.63,"Female",10.2462463439646
7.19188103523114,3.64,"Female",11.1075890667716
7.19462452117689,3.65,"Female",10.0826065686656
7.19736050099577,3.66,"Female",13.9747049645092
7.20008901564897,3.67,"Female",10.8547427943657
7.20281010576333,3.68,"Female",14.7049618623344
7.20552381163493,3.69,"Female",9.91682859478832
7.20823017323267,3.7,"Female",9.72055695827197
7.21092923020184,3.71,"Female",11.5120528636646
7.21362102186755,3.72,"Female",11.2404202464769
7.21630558723822,3.73,"Female",10.0375004585936
7.21898296500893,3.74,"Female",7.58673321387592
7.22165319356481,3.75,"Female",11.2487689950127
7.22431631098429,3.76,"Female",9.54780673067277
7.22697235504241,3.77,"Female",13.6419629647475
7.22962136321399,3.78,"Female",9.00471209398539
7.23226337267683,3.79,"Female",13.7408182924974
7.23489842031483,3.8,"Female",9.69132596796416
7.2375265427211,3.81,"Female",11.8368328322519
7.24014777620098,3.82,"Female",13.2191019733412
7.24276215677505,3.83,"Female",9.98107297580477
7.24536972018213,3.84,"Female",12.4306693440507
7.24797050188218,3.85,"Female",10.9607843902058
7.25056453705923,3.86,"Female",8.5635817772932
7.25315186062418,3.87,"Female",10.5399388155986
7.25573250721767,3.88,"Female",14.8640804664706
7.25830651121285,3.89,"Female",10.6634499305175
7.26087390671809,3.9,"Female",9.27792774053814
7.26343472757977,3.91,"Female",11.0259136139048
7.26598900738486,3.92,"Female",11.9048807592282
7.26853677946366,3.93,"Female",13.337703961087
7.27107807689233,3.94,"Female",13.7696380867143
7.27361293249552,3.95,"Female",11.3721409480042
7.27614137884888,3.96,"Female",13.8150902584137
7.27866344828159,3.97,"Female",9.37994732148889
7.28117917287884,3.98,"Female",5.74246987091793
7.28368858448426,3.99,"Female",10.0471152723354
7.28619171470238,4,"Female",9.94268964233234
7.28868859490097,4.01,"Female",5.7940252882087
7.29117925621342,4.02,"Female",12.4215816968327
7.29366372954108,4.03,"Female",9.31665340188256
7.29614204555555,4.04,"Female",10.599677117397
7.29861423470094,4.05,"Female",7.45703531959879
7.30108032719613,4.06,"Female",12.3799943040494
7.303540353037,4.07,"Female",15.4808925627194
7.30599434199856,4.08,"Female",9.08302317943484
7.3084423236372,4.09,"Female",10.8489037622304
7.31088432729275,4.1,"Female",15.6121536634839
7.31332038209063,4.11,"Female",13.2640974648294
7.31575051694393,4.12,"Female",15.5285283998094
7.31817476055543,4.13,"Female",11.0870376545312
7.32059314141971,4.14,"Female",10.744008982711
7.3230056878251,4.15,"Female",9.91332153787033
7.32541242785566,4.16,"Female",14.4167480016006
7.3278133893932,4.17,"Female",8.10731673289792
7.33020860011916,4.18,"Female",11.7993088778025
7.33259808751654,4.19,"Female",10.9763032524277
7.33498187887181,4.2,"Female",16.3092625537602
7.33736000127678,4.21,"Female",9.66630055848576
7.33973248163041,4.22,"Female",7.56895391953603
7.34209934664068,4.23,"Female",11.6139645212553
7.34446062282636,4.24,"Female",10.9783247957126
7.34681633651882,4.25,"Female",9.11572718438485
7.34916651386377,4.26,"Female",11.3729740966786
7.35151118082302,4.27,"Female",10.4208910406762
7.3538503631762,4.28,"Female",9.47872143199226
7.35618408652242,4.29,"Female",12.2237766025671
7.35851237628201,4.3,"Female",10.2809811716504
7.36083525769815,4.31,"Female",6.77246823909219
7.36315275583851,4.32,"Female",4.86277258860263
7.36546489559689,4.33,"Female",9.6907663406307
7.3677717016948,4.34,"Female",14.4374675744872
7.37007319868308,4.35,"Female",12.9971843669132
7.37236941094343,4.36,"Female",13.8756097176417
7.37466036268999,4.37,"Female",13.3302893366535
7.37694607797085,4.38,"Female",11.7694242661718
7.37922658066957,4.39,"Female",7.50352280327515
7.38150189450671,4.4,"Female",11.5062799278084
7.38377204304125,4.41,"Female",14.7607127486345
7.3860370496721,4.42,"Female",3.06790707141459
7.38829693763954,4.43,"Female",9.186289326551
7.39055173002663,4.44,"Female",13.5965484644603
7.39280144976064,4.45,"Female",12.249708274097
7.39504611961446,4.46,"Female",12.8582768960352
7.39728576220797,4.47,"Female",12.0764621186044
7.39952040000939,4.48,"Female",12.26556110673
7.40175005533665,4.49,"Female",11.0325307621138
7.40397475035877,4.5,"Female",8.84309677134051
7.40619450709708,4.51,"Female",8.11032457559668
7.40840934742663,4.52,"Female",11.0737964240566
7.41061929307743,4.53,"Female",9.99522951774665
7.41282436563575,4.54,"Female",8.8678838215406
7.41502458654535,4.55,"Female",11.9612806418168
7.41721997710879,4.56,"Female",11.3372793741418
7.4194105584886,4.57,"Female",14.4171948728033
7.42159635170859,4.58,"Female",8.32926789701087
7.42377737765494,4.59,"Female",9.74709269777874
7.42595365707754,4.6,"Female",10.7868258305449
7.42812521059105,4.61,"Female",7.6422045216304
7.43029205867614,4.62,"Female",10.2856787623449
7.43245422168063,4.63,"Female",9.28348601729917
7.43461171982065,4.64,"Female",5.88369508918666
7.43676457318176,4.65,"Female",10.2772288798834
7.43891280172005,4.66,"Female",9.68297298697419
7.4410564252633,4.67,"Female",13.6160147940686
7.44319546351205,4.68,"Female",9.51016306468094
7.44532993604068,4.69,"Female",12.2511558214254
7.4474598622985,4.7,"Female",11.2675462029135
7.44958526161082,4.71,"Female",8.0025118618221
7.45170615317996,4.72,"Female",11.8085888150579
7.45382255608633,4.73,"Female",10.6692659126984
7.45593448928948,4.74,"Female",11.309871910371
7.45804197162904,4.75,"Female",12.4712836640736
7.46014502182582,4.76,"Female",11.1798845512939
7.46224365848274,4.77,"Female",14.6616128063055
7.46433790008586,4.78,"Female",11.1769186950213
7.46642776500532,4.79,"Female",7.92725267534022
7.46851327149634,4.8,"Female",12.6551449766406
7.47059443770016,4.81,"Female",7.99224614238915
7.472671281645,4.82,"Female",6.33666177714242
7.47474382124697,4.83,"Female",8.96353253686845
7.47681207431103,4.84,"Female",9.11435367571257
7.47887605853188,4.85,"Female",9.43601734205194
7.48093579149489,4.86,"Female",14.6915067965506
7.48299129067699,4.87,"Female",14.7575809027048
7.48504257344755,4.88,"Female",12.5935581114304
7.48708965706927,4.89,"Female",7.83598732231043
7.48913255869907,4.9,"Female",10.9157621725806
7.49117129538892,4.91,"Female",12.0158254926984
7.49320588408671,4.92,"Female",10.527457349214
7.49523634163709,4.93,"Female",11.2586302099369
7.49726268478232,4.94,"Female",8.5969458905416
7.49928493016309,4.95,"Female",7.77626566200064
7.50130309431933,4.96,"Female",14.1922802503353
7.50331719369103,4.97,"Female",11.4723184370283
7.50532724461905,4.98,"Female",9.85820611998612
7.50733326334592,4.99,"Female",11.603325968321
7.50933526601659,5,"Female",15.7425059856514
7.51133326867927,5.01,"Female",11.68553288627
7.51332728728613,5.02,"Female",14.1842928204253
7.51531733769414,5.03,"Female",14.0767878160011
7.51730343566577,5.04,"Female",9.83722449289894
7.51928559686976,5.05,"Female",12.6263583090458
7.52126383688187,5.06,"Female",9.24633100235218
7.52323817118558,5.07,"Female",7.27718098713226
7.52520861517288,5.08,"Female",7.92246553634011
7.52717518414492,5.09,"Female",10.4348773216994
7.52913789331277,5.1,"Female",15.0833823403431
7.5310967577981,5.11,"Female",11.0334225234452
7.53305179263391,5.12,"Female",8.85834238007524
7.53500301276517,5.13,"Female",11.3263548667132
7.53695043304957,5.14,"Female",12.4418402099813
7.53889406825814,5.15,"Female",7.66658250837302
7.54083393307596,5.16,"Female",8.23791016710895
7.54277004210283,5.17,"Female",6.1089589999219
7.54470240985388,5.18,"Female",7.71406168671438
7.54663105076029,5.19,"Female",8.6251609916403
7.54855597916987,5.2,"Female",10.0482453482491
7.55047720934777,5.21,"Female",14.1250050258232
7.55239475547704,5.22,"Female",12.8713399669193
7.55430863165932,5.23,"Female",11.3910481805607
7.55621885191544,5.24,"Female",9.37268416628105
7.55812543018602,5.25,"Female",10.6318471589175
7.56002838033211,5.26,"Female",12.038966425563
7.56192771613576,5.27,"Female",9.51016807504465
7.56382345130066,5.28,"Female",13.2600252477072
7.5657155994527,5.29,"Female",13.348850377061
7.56760417414057,5.3,"Female",7.90554914083819
7.56948918883634,5.31,"Female",8.90934454745299
7.57137065693605,5.32,"Female",13.6014145607272
7.57324859176024,5.33,"Female",6.6394971662224
7.5751230065546,5.34,"Female",11.701849662105
7.57699391449041,5.35,"Female",11.2500923102838
7.5788613286652,5.36,"Female",18.3742154634101
7.58072526210326,5.37,"Female",4.11072817076439
7.58258572775619,5.38,"Female",8.65221550308269
7.5844427385034,5.39,"Female",12.295081241799
7.58629630715272,5.4,"Female",14.7004170621564
7.58814644644088,5.41,"Female",12.6866903156357
7.58999316903405,5.42,"Female",7.21838971773063
7.59183648752834,5.43,"Female",16.0525672233032
7.59367641445034,5.44,"Female",6.41587536610188
7.59551296225764,5.45,"Female",7.96411075234591
7.5973461433393,5.46,"Female",10.5394117730855
7.59917597001638,5.47,"Female",16.0074737724557
7.60100245454242,5.48,"Female",11.8566766557368
7.60282560910393,5.49,"Female",12.3935022078236
7.60464544582092,5.5,"Female",14.7976849625591
7.60646197674731,5.51,"Female",13.00002495058
7.6082752138715,5.52,"Female",7.66129771700705
7.61008516911673,5.53,"Female",12.3283880026733
7.61189185434168,5.54,"Female",10.3463229477004
7.61369528134083,5.55,"Female",14.9128817711145
7.61549546184498,5.56,"Female",10.0134500019137
7.61729240752168,5.57,"Female",6.90641587799206
7.61908612997571,5.58,"Female",11.7823627752601
7.6208766407495,5.59,"Female",11.4463043130122
7.6226639513236,5.6,"Female",10.5422330273761
7.6244480731171,5.61,"Female",8.02480543627806
7.62622901748809,5.62,"Female",8.54661856387277
7.62800679573409,5.63,"Female",10.5415643728283
7.62978141909246,5.64,"Female",13.0805561934834
7.63155289874084,5.65,"Female",9.68125901791586
7.63332124579758,5.66,"Female",8.44917934466436
7.63508647132215,5.67,"Female",4.00579380979566
7.63684858631555,5.68,"Female",11.7479736130919
7.63860760172073,5.69,"Female",11.5817964511778
7.640363528423,5.7,"Female",13.7146452197967
7.64211637725041,5.71,"Female",14.0927482024443
7.6438661589742,5.72,"Female",10.1867058012306
7.64561288430914,5.73,"Female",13.677595790109
7.64735656391397,5.74,"Female",10.5280267387381
7.64909720839175,5.75,"Female",8.87984393693738
7.65083482829029,5.76,"Female",8.45844355944506
7.6525694341025,5.77,"Female",9.66997481039057
7.65430103626678,5.78,"Female",11.0595078744172
7.6560296451674,5.79,"Female",10.4365662700816
7.65775527113487,5.8,"Female",10.9863872352716
7.65947792444631,5.81,"Female",10.9773970051701
7.66119761532584,5.82,"Female",12.2254333675657
7.66291435394489,5.83,"Female",9.82197587076661
7.66462815042263,5.84,"Female",14.4542005296434
7.66633901482626,5.85,"Female",11.5403031355404
7.66804695717141,5.86,"Female",7.57164301055106
7.6697519874225,5.87,"Female",9.79544919993343
7.67145411549303,5.88,"Female",11.7176976768362
7.67315335124599,5.89,"Female",9.45954403096171
7.67484970449417,5.9,"Female",11.293660388646
7.6765431850005,5.91,"Female",11.5068216749276
7.67823380247841,5.92,"Female",13.6168859234856
7.67992156659213,5.93,"Female",8.85554770425648
7.68160648695704,5.94,"Female",10.3957412586609
7.68328857314003,5.95,"Female",9.05056130075457
7.68496783465975,5.96,"Female",7.68392552227831
7.686644280987,5.97,"Female",5.92142320219517
7.68831792154503,5.98,"Female",10.8950859977375
7.68998876570985,5.99,"Female",11.8796369467044
7.69165682281055,6,"Female",11.9669561821648
7.69332210212961,6.01,"Female",7.0188018991132
7.69498461290322,6.02,"Female",7.64809608654892
7.69664436432159,6.03,"Female",7.61517510771888
7.69830136552921,6.04,"Female",8.7131890770962
7.69995562562524,6.05,"Female",10.8023107797113
7.70160715366371,6.06,"Female",11.832408873953
7.7032559586539,6.07,"Female",8.39064933123393
7.70490204956057,6.08,"Female",3.38727591644747
7.7065454353043,6.09,"Female",12.6960656901916
7.70818612476176,6.1,"Female",11.8658790026384
7.709824126766,6.11,"Female",8.64981589934501
7.71145945010673,6.12,"Female",7.73515916305235
7.71309210353061,6.13,"Female",9.61870556845344
7.71472209574154,6.14,"Female",10.6103268498239
7.71634943540092,6.15,"Female",12.1076622192435
7.71797413112792,6.16,"Female",13.7319341079977
7.71959619149979,6.17,"Female",8.25932077432182
7.72121562505209,6.18,"Female",11.0382241768762
7.722832440279,6.19,"Female",13.5830167841425
7.72444664563354,6.2,"Female",8.11643685763466
7.72605824952788,6.21,"Female",9.76984209747185
7.72766726033358,6.22,"Female",5.97983917237075
7.72927368638185,6.23,"Female",11.0076124258854
7.73087753596383,6.24,"Female",8.7327469562197
7.7324788173308,6.25,"Female",8.0340787468959
7.7340775386945,6.26,"Female",8.38363592383929
7.73567370822732,6.27,"Female",11.3736745710678
7.7372673340626,6.28,"Female",4.9919401802524
7.73885842429484,6.29,"Female",9.2361360469993
7.74044698697998,6.3,"Female",7.79206217979836
7.74203303013561,6.31,"Female",7.91334056352404
7.74361656174126,6.32,"Female",11.4248839234709
7.74519758973858,6.33,"Female",11.1195733149795
